"Patient_Seen_End_Date","GEOGRAPHY","CCG","AT_Code","Region_Code","Adult","Child","Total","AdultPopulation","ChildPopulation","TotalPopulation"
"31-Aug-15","NHS","10W","Q69","Y57",59294,24411,83705,85769,23251,109020
"31-Aug-15","NHS","10X","Q70","Y57",102164,34095,136259,194254,47887,242141
"31-Aug-15","NHS","10Y","Q69","Y57",58444,28168,86612,154056,45405,199461
"31-Aug-15","NHS","11A","Q70","Y57",222076,76869,298945,436487,111527,548014
"31-Aug-15","NHS","11C","Q69","Y57",42308,19829,62137,109699,30166,139865
"31-Aug-15","NHS","11D","Q69","Y57",48600,22862,71462,121369,36497,157866
"31-Aug-15","NHS","11E","Q64","Y57",75121,28065,103186,145883,34214,180097
"31-Aug-15","NHS","11H","Q65","Y57",199216,72150,271366,346951,90541,437492
"31-Aug-15","NHS","11J","Q70","Y57",323132,97231,420363,614178,140285,754463
"31-Aug-15","NHS","11M","Q64","Y57",196377,83308,279685,482920,122734,605654
"31-Aug-15","NHS","11N","Q66","Y57",238007,73326,311333,438977,104593,543570
"31-Aug-15","NHS","11T","Q65","Y57",86706,31192,117898,163910,42225,206135
"31-Aug-15","NHS","11X","Q65","Y57",248127,78059,326186,429382,108722,538104
"31-Aug-15","NHS","12A","Q65","Y57",114730,35934,150664,212159,56948,269107
"31-Aug-15","NHS","12D","Q64","Y57",76985,30458,107443,170073,49251,219324
"31-Aug-15","NHS","12F","Q44","Y54",155297,49553,204850,252839,67456,320295
"31-Aug-15","NHS","13P","Q54","Y55",261900,117643,379543,539961,185414,725375
"31-Aug-15","NHS","13T","Q49","Y54",229089,71930,301019,391253,95566,486819
"31-Aug-15","NHS","99A","Q48","Y54",187527,64177,251704,381379,89401,470780
"31-Aug-15","NHS","99C","Q49","Y54",90484,31365,121849,161678,40474,202152
"31-Aug-15","NHS","99D","Q59","Y55",60210,19405,79615,114396,28167,142563
"31-Aug-15","NHS","99E","Q57","Y55",110106,40353,150459,196629,56193,252822
"31-Aug-15","NHS","99F","Q57","Y55",62584,20166,82750,138632,33849,172481
"31-Aug-15","NHS","99G","Q57","Y55",80387,26521,106908,137929,37869,175798
"31-Aug-15","NHS","99H","Q68","Y57",86086,38635,124721,221273,63463,284736
"31-Aug-15","NHS","99J","Q67","Y57",125793,66448,192241,361230,106268,467498
"31-Aug-15","NHS","99K","Q68","Y57",67641,22616,90257,134256,34856,169112
"31-Aug-15","NHS","99M","Q70","Y57",80796,29696,110492,160778,46769,207547
"31-Aug-15","NHS","99N","Q64","Y57",169362,63912,233274,376198,103436,479634
"31-Aug-15","NHS","99P","Q66","Y57",384678,121106,505784,707716,166593,874309
"31-Aug-15","NHS","99Q","Q66","Y57",129683,38834,168517,223823,51170,274993
"31-Aug-15","NHS","UnA",0,0,131604,45359,176963,0,0,0
"30-Sep-15","NHS","00C","Q45","Y54",50259,17826,68085,82637,22759,105396
"30-Sep-15","NHS","00D","Q45","Y54",121821,37325,159146,217698,55205,272903
"30-Sep-15","NHS","00J","Q45","Y54",101813,30635,132448,198042,45012,243054
"30-Sep-15","NHS","00K","Q45","Y54",133106,46886,179992,223398,62463,285861
"30-Sep-15","NHS","00L","Q49","Y54",141041,41779,182820,255418,60388,315806
"30-Sep-15","NHS","00M","Q45","Y54",139745,46819,186564,214691,59193,273884
"30-Sep-15","NHS","00N","Q49","Y54",80979,22913,103892,119084,29442,148526
"30-Sep-15","NHS","00P","Q49","Y54",136651,43285,179936,221536,54544,276080
"30-Sep-15","NHS","00Q","Q47","Y54",58495,29742,88237,108833,38536,147369
"30-Sep-15","NHS","00R","Q47","Y54",63106,19086,82192,112370,29030,141400
"30-Sep-15","NHS","00T","Q46","Y54",108104,47190,155294,214210,65847,280057
"30-Sep-15","NHS","00V","Q46","Y54",76731,29917,106648,144168,42359,186527
"30-Sep-15","NHS","00W","Q46","Y54",73597,35938,109535,140813,41410,182223
"30-Sep-15","NHS","00X","Q47","Y54",74070,27781,101851,133938,35553,169491
"30-Sep-15","NHS","00Y","Q46","Y54",100776,42328,143104,170144,57168,227312
"30-Sep-15","NHS","01A","Q47","Y54",159018,62840,221858,288807,83535,372342
"30-Sep-15","NHS","01C","Q44","Y54",101490,33478,134968,156939,38558,195497
"30-Sep-15","NHS","01D","Q46","Y54",92025,37737,129762,161558,50562,212120
"30-Sep-15","NHS","01E","Q47","Y54",69206,27490,96696,159213,42463,201676
"30-Sep-15","NHS","01F","Q48","Y54",53203,17545,70748,97818,28152,125970
"30-Sep-15","NHS","01G","Q46","Y54",109123,42390,151513,186744,52269,239013
"30-Sep-15","NHS","01H","Q49","Y54",200453,67059,267512,409076,95062,504138
"30-Sep-15","NHS","01J","Q48","Y54",67935,23219,91154,113703,32383,146086
"30-Sep-15","NHS","01K","Q47","Y54",60696,19790,80486,129492,29964,159456
"30-Sep-15","NHS","01M","Q46","Y54",82680,29550,112230,132730,37922,170652
"30-Sep-15","NHS","01N","Q46","Y54",55565,21262,76827,128066,33476,161542
"30-Sep-15","NHS","01R","Q44","Y54",80504,27232,107736,140838,36372,177210
"30-Sep-15","NHS","01T","Q48","Y54",78975,22506,101481,126858,32014,158872
"30-Sep-15","NHS","01V","Q48","Y54",71628,19324,90952,92788,21547,114335
"30-Sep-15","NHS","01W","Q46","Y54",140069,45424,185493,224011,61021,285032
"30-Sep-15","NHS","01X","Q48","Y54",90977,29022,119999,139950,36271,176221
"30-Sep-15","NHS","01Y","Q46","Y54",113362,40516,153878,197934,55743,253677
"30-Sep-15","NHS","02A","Q46","Y54",97120,39897,137017,177254,52925,230179
"30-Sep-15","NHS","02D","Q44","Y54",42389,16283,58672,80153,21875,102028
"30-Sep-15","NHS","02E","Q44","Y54",92620,31244,123864,160810,44299,205109
"30-Sep-15","NHS","02F","Q44","Y54",126750,40066,166816,184750,44248,228998
"30-Sep-15","NHS","02G","Q47","Y54",44419,16390,60809,88957,22357,111314
"30-Sep-15","NHS","02H","Q46","Y54",152132,51175,203307,251917,67773,319690
"30-Sep-15","NHS","02M","Q47","Y54",83141,22293,105434,135694,30103,165797
"30-Sep-15","NHS","02N","Q52","Y54",65611,23464,89075,123814,34662,158476
"30-Sep-15","NHS","02P","Q51","Y54",120286,38429,158715,186297,49460,235757
"30-Sep-15","NHS","02Q","Q51","Y54",54454,16197,70651,90737,22917,113654
"30-Sep-15","NHS","02R","Q52","Y54",112744,48999,161743,247194,87432,334626
"30-Sep-15","NHS","02T","Q52","Y54",94167,34785,128952,160676,45679,206355
"30-Sep-15","NHS","02V","Q52","Y54",96386,33897,130283,157266,42678,199944
"30-Sep-15","NHS","02W","Q52","Y54",46904,27423,74327,57079,25660,82739
"30-Sep-15","NHS","02X","Q51","Y54",166007,51500,217507,238646,64976,303622
"30-Sep-15","NHS","02Y","Q50","Y54",116298,35946,152244,255311,59249,314560
"30-Sep-15","NHS","03A","Q52","Y54",102809,38265,141074,188691,51708,240399
"30-Sep-15","NHS","03C","Q52","Y54",126409,42579,168988,260312,60186,320498
"30-Sep-15","NHS","03D","Q50","Y54",61648,21081,82729,124990,28648,153638
"30-Sep-15","NHS","03E","Q50","Y54",58376,21929,80305,124886,33363,158249
"30-Sep-15","NHS","03F","Q50","Y54",159797,51503,211300,202325,55264,257589
"30-Sep-15","NHS","03G","Q52","Y54",105611,41668,147279,185330,55709,241039
"30-Sep-15","NHS","03H","Q50","Y54",75224,23898,99122,125404,34423,159827
"30-Sep-15","NHS","03J","Q52","Y54",83875,36230,120105,141619,46261,187880
"30-Sep-15","NHS","03K","Q50","Y54",61606,21389,82995,133409,35351,168760
"30-Sep-15","NHS","03L","Q51","Y54",122630,40884,163514,202588,56101,258689
"30-Sep-15","NHS","03M","Q50","Y54",42921,13799,56720,89607,20529,110136
"30-Sep-15","NHS","03N","Q51","Y54",265180,86864,352044,445431,114654,560085
"30-Sep-15","NHS","03Q","Q50","Y54",152729,46046,198775,283313,65753,349066
"30-Sep-15","NHS","03R","Q52","Y54",170118,52961,223079,260843,68865,329708
"30-Sep-15","NHS","03T","Q59","Y55",95279,25389,120668,187036,42388,229424
"30-Sep-15","NHS","03V","Q58","Y55",27142,9831,36973,49002,15210,64212
"30-Sep-15","NHS","03W","Q59","Y55",116764,43242,160006,255340,66582,321922
"30-Sep-15","NHS","03X","Q55","Y55",54248,14741,68989,75345,19585,94930
"30-Sep-15","NHS","03Y","Q55","Y55",40797,12337,53134,87499,21751,109250
"30-Sep-15","NHS","04C","Q59","Y55",141685,63432,205117,254324,79488,333812
"30-Sep-15","NHS","04D","Q59","Y55",95339,30202,125541,185088,44536,229624
"30-Sep-15","NHS","04E","Q55","Y55",89685,29798,119483,153265,40641,193906
"30-Sep-15","NHS","04F","Q58","Y55",83623,44718,128341,196095,65262,261357
"30-Sep-15","NHS","04G","Q58","Y55",255469,95079,350548,486324,140251,626575
"30-Sep-15","NHS","04H","Q55","Y55",43824,14896,58720,93050,23903,116953
"30-Sep-15","NHS","04J","Q55","Y55",123408,40616,164024,220313,51843,272156
"30-Sep-15","NHS","04K","Q55","Y55",144019,51275,195294,246983,63854,310837
"30-Sep-15","NHS","04L","Q55","Y55",79241,24838,104079,117304,30321,147625
"30-Sep-15","NHS","04M","Q55","Y55",42279,13354,55633,89783,21460,111243
"30-Sep-15","NHS","04N","Q55","Y55",37126,16099,53225,89437,23398,112835
"30-Sep-15","NHS","04Q","Q59","Y55",39809,15181,54990,97208,25634,122842
"30-Sep-15","NHS","04R","Q55","Y55",165484,63936,229420,405788,112379,518167
"30-Sep-15","NHS","04V","Q59","Y55",156349,53264,209613,301417,75842,377259
"30-Sep-15","NHS","04X","Q54","Y55",99987,37435,137422,151704,49451,201155
"30-Sep-15","NHS","04Y","Q60","Y55",51478,15830,67308,106089,27498,133587
"30-Sep-15","NHS","05A","Q53","Y55",179158,64483,243641,335514,95669,431183
"30-Sep-15","NHS","05C","Q54","Y55",128266,38154,166420,246783,67644,314427
"30-Sep-15","NHS","05D","Q60","Y55",55602,22822,78424,97566,27012,124578
"30-Sep-15","NHS","05F","Q53","Y55",75025,24073,99098,150027,36060,186087
"30-Sep-15","NHS","05G","Q60","Y55",85964,27533,113497,173683,40758,214441
"30-Sep-15","NHS","05H","Q53","Y55",86303,28350,114653,148583,39544,188127
"30-Sep-15","NHS","05J","Q53","Y55",71758,26140,97898,141371,37894,179265
"30-Sep-15","NHS","05L","Q54","Y55",208698,80403,289101,358104,122025,480129
"30-Sep-15","NHS","05N","Q60","Y55",120605,41016,161621,248550,60017,308567
"30-Sep-15","NHS","05P","Q54","Y55",73245,28015,101260,163587,45274,208861
"30-Sep-15","NHS","05Q","Q60","Y55",98866,32763,131629,179641,44842,224483
"30-Sep-15","NHS","05R","Q53","Y55",116931,37540,154471,209336,49893,259229
"30-Sep-15","NHS","05T","Q53","Y55",117673,39664,157337,236565,57917,294482
"30-Sep-15","NHS","05V","Q60","Y55",56123,18289,74412,122990,28715,151705
"30-Sep-15","NHS","05W","Q60","Y55",127262,45254,172516,201959,56481,258440
"30-Sep-15","NHS","05X","Q60","Y55",76283,29597,105880,129499,38953,168452
"30-Sep-15","NHS","05Y","Q54","Y55",100528,41910,142438,208276,63885,272161
"30-Sep-15","NHS","06A","Q54","Y55",97933,34560,132493,194708,56849,251557
"30-Sep-15","NHS","06D","Q53","Y55",33803,13658,47461,79270,19151,98421
"30-Sep-15","NHS","06F","Q58","Y55",172483,67188,239671,331145,94765,425910
"30-Sep-15","NHS","06H","Q56","Y55",311188,122274,433462,671453,183539,854992
"30-Sep-15","NHS","06K","Q58","Y55",244747,91666,336413,425601,120649,546250
"30-Sep-15","NHS","06L","Q56","Y55",163915,54239,218154,313699,82449,396148
"30-Sep-15","NHS","06M","Q56","Y55",128698,32174,160872,171450,42308,213758
"30-Sep-15","NHS","06N","Q58","Y55",218847,98552,317399,441948,133844,575792
"30-Sep-15","NHS","06P","Q58","Y55",79301,34676,113977,154310,53679,207989
"30-Sep-15","NHS","06Q","Q57","Y55",172812,55006,227818,301090,80440,381530
"30-Sep-15","NHS","06T","Q57","Y55",137378,44222,181600,253628,62719,316347
"30-Sep-15","NHS","06V","Q56","Y55",65657,16615,82272,138831,29632,168463
"30-Sep-15","NHS","06W","Q56","Y55",125471,34054,159525,159019,35953,194972
"30-Sep-15","NHS","06Y","Q56","Y55",104868,29952,134820,188892,48538,237430
"30-Sep-15","NHS","07G","Q57","Y55",50014,22866,72880,121434,39415,160849
"30-Sep-15","NHS","07H","Q57","Y55",90358,34199,124557,228188,65037,293225
"30-Sep-15","NHS","07J","Q56","Y55",58038,16343,74381,138857,32628,171485
"30-Sep-15","NHS","07K","Q56","Y55",103839,34687,138526,177643,46145,223788
"30-Sep-15","NHS","07L","Q71","Y56",75139,34192,109331,136747,57605,194352
"30-Sep-15","NHS","07M","Q71","Y56",102209,49645,151854,282465,86623,369088
"30-Sep-15","NHS","07N","Q71","Y56",76018,34698,110716,181780,54907,236687
"30-Sep-15","NHS","07P","Q71","Y56",119236,48579,167815,244716,72548,317264
"30-Sep-15","NHS","07Q","Q71","Y56",92381,49959,142340,247450,70449,317899
"30-Sep-15","NHS","07R","Q71","Y56",98058,29269,127327,187334,42385,229719
"30-Sep-15","NHS","07T","Q71","Y56",77432,26470,103902,205220,59807,265027
"30-Sep-15","NHS","07V","Q71","Y56",133338,57079,190417,281124,91628,372752
"30-Sep-15","NHS","07W","Q71","Y56",140813,58317,199130,262978,79516,342494
"30-Sep-15","NHS","07X","Q71","Y56",113859,50388,164247,239600,80924,320524
"30-Sep-15","NHS","07Y","Q71","Y56",106704,44191,150895,201963,60444,262407
"30-Sep-15","NHS","08A","Q71","Y56",106681,48272,154953,200318,63690,264008
"30-Sep-15","NHS","08C","Q71","Y56",76115,21966,98081,145357,33328,178685
"30-Sep-15","NHS","08D","Q71","Y56",113376,46968,160344,204425,58961,263386
"30-Sep-15","NHS","08E","Q71","Y56",78269,33505,111774,187629,55743,243372
"30-Sep-15","NHS","08F","Q71","Y56",94701,34758,129459,189960,52120,242080
"30-Sep-15","NHS","08G","Q71","Y56",87770,39395,127165,219259,67547,286806
"30-Sep-15","NHS","08H","Q71","Y56",80889,22724,103613,177322,38345,215667
"30-Sep-15","NHS","08J","Q71","Y56",61802,26984,88786,131100,35693,166793
"30-Sep-15","NHS","08K","Q71","Y56",137776,41037,178813,252274,61968,314242
"30-Sep-15","NHS","08L","Q71","Y56",121523,42495,164018,220491,65689,286180
"30-Sep-15","NHS","08M","Q71","Y56",93350,48328,141678,237000,81227,318227
"30-Sep-15","NHS","08N","Q71","Y56",112837,53639,166476,215220,73052,288272
"30-Sep-15","NHS","08P","Q71","Y56",47401,24423,71824,148509,42856,191365
"30-Sep-15","NHS","08Q","Q71","Y56",107881,36983,144864,237369,61095,298464
"30-Sep-15","NHS","08R","Q71","Y56",71132,23773,94905,158248,44975,203223
"30-Sep-15","NHS","08T","Q71","Y56",67290,30442,97732,151229,44685,195914
"30-Sep-15","NHS","08V","Q71","Y56",81671,31139,112810,212378,60512,272890
"30-Sep-15","NHS","08W","Q71","Y56",84232,35114,119346,202000,63797,265797
"30-Sep-15","NHS","08X","Q71","Y56",107217,38923,146140,252281,58235,310516
"30-Sep-15","NHS","08Y","Q71","Y56",83060,22279,105339,180239,39512,219751
"30-Sep-15","NHS","09A","Q71","Y56",59830,13512,73342,135765,26919,162684
"30-Sep-15","NHS","09C","Q67","Y57",44655,18750,63405,93288,28435,121723
"30-Sep-15","NHS","09D","Q68","Y57",107008,36822,143830,227451,50661,278112
"30-Sep-15","NHS","09E","Q67","Y57",71319,28728,100047,163771,38618,202389
"30-Sep-15","NHS","09F","Q68","Y57",69690,21772,91462,148747,34735,183482
"30-Sep-15","NHS","09G","Q68","Y57",175483,60534,236017,389667,90518,480185
"30-Sep-15","NHS","09H","Q68","Y57",49925,20350,70275,83450,25521,108971
"30-Sep-15","NHS","09J","Q67","Y57",78351,33350,111701,195263,56614,251877
"30-Sep-15","NHS","09L","Q68","Y57",63754,27613,91367,137822,40091,177913
"30-Sep-15","NHS","09N","Q68","Y57",61657,29712,91369,163414,44358,207772
"30-Sep-15","NHS","09P","Q68","Y57",80493,22144,102637,146503,35305,181808
"30-Sep-15","NHS","09W","Q67","Y57",116782,50507,167289,209266,61839,271105
"30-Sep-15","NHS","09X","Q68","Y57",98456,41921,140377,175516,49806,225322
"30-Sep-15","NHS","09Y","Q68","Y57",101093,51176,152269,265796,74403,340199
"30-Sep-15","NHS","10A","Q67","Y57",79901,26935,106836,162461,41157,203618
"30-Sep-15","NHS","10C","Q68","Y57",21252,12952,34204,74002,20395,94397
"30-Sep-15","NHS","10D","Q67","Y57",33677,14612,48289,84309,25332,109641
"30-Sep-15","NHS","10E","Q67","Y57",52263,16331,68594,107152,29614,136766
"30-Sep-15","NHS","10G","Q69","Y57",55905,23374,79279,102485,31874,134359
"30-Sep-15","NHS","10H","Q69","Y57",97896,46359,144255,246305,73137,319442
"30-Sep-15","NHS","10J","Q70","Y57",84762,32899,117661,168966,48845,217811
"30-Sep-15","NHS","10K","Q70","Y57",75233,27277,102510,156661,40456,197117
"30-Sep-15","NHS","10L","Q70","Y57",60352,17492,77844,112702,25691,138393
"30-Sep-15","NHS","10M","Q69","Y57",42156,16968,59124,81354,24358,105712
"30-Sep-15","NHS","10N","Q69","Y57",14196,10436,24632,76712,23195,99907
"30-Sep-15","NHS","10Q","Q69","Y57",259275,104025,363300,515117,137206,652323
"30-Sep-15","NHS","10R","Q70","Y57",87200,29722,116922,164660,42800,207460
"30-Sep-15","NHS","10T","Q69","Y57",50410,24952,75362,104010,39014,143024
"30-Sep-15","NHS","10V","Q70","Y57",73303,27833,101136,166327,43567,209894
"30-Sep-15","NHS","10W","Q69","Y57",59458,24444,83902,85769,23251,109020
"30-Sep-15","NHS","10X","Q70","Y57",102055,34146,136201,194254,47887,242141
"30-Sep-15","NHS","10Y","Q69","Y57",58603,28127,86730,154056,45405,199461
"30-Sep-15","NHS","11A","Q70","Y57",222281,76943,299224,436487,111527,548014
"30-Sep-15","NHS","11C","Q69","Y57",42124,19893,62017,109699,30166,139865
"30-Sep-15","NHS","11D","Q69","Y57",48636,22882,71518,121369,36497,157866
"30-Sep-15","NHS","11E","Q64","Y57",75050,28065,103115,145883,34214,180097
"30-Sep-15","NHS","11H","Q65","Y57",199341,72306,271647,346951,90541,437492
"30-Sep-15","NHS","11J","Q70","Y57",323122,97257,420379,614178,140285,754463
"30-Sep-15","NHS","11M","Q64","Y57",196642,83419,280061,482920,122734,605654
"30-Sep-15","NHS","11N","Q66","Y57",237892,73370,311262,438977,104593,543570
"30-Sep-15","NHS","11T","Q65","Y57",86515,31190,117705,163910,42225,206135
"30-Sep-15","NHS","11X","Q65","Y57",248553,78021,326574,429382,108722,538104
"30-Sep-15","NHS","12A","Q65","Y57",115012,35907,150919,212159,56948,269107
"30-Sep-15","NHS","12D","Q64","Y57",76955,30421,107376,170073,49251,219324
"30-Sep-15","NHS","12F","Q44","Y54",155160,49542,204702,252839,67456,320295
"30-Sep-15","NHS","13P","Q54","Y55",261501,117842,379343,539961,185414,725375
"30-Sep-15","NHS","13T","Q49","Y54",229154,72220,301374,391253,95566,486819
"30-Sep-15","NHS","99A","Q48","Y54",187411,64322,251733,381379,89401,470780
"30-Sep-15","NHS","99C","Q49","Y54",90530,31427,121957,161678,40474,202152
"30-Sep-15","NHS","99D","Q59","Y55",60074,19372,79446,114396,28167,142563
"30-Sep-15","NHS","99E","Q57","Y55",110389,40454,150843,196629,56193,252822
"30-Sep-15","NHS","99F","Q57","Y55",62683,20158,82841,138632,33849,172481
"30-Sep-15","NHS","99G","Q57","Y55",80392,26465,106857,137929,37869,175798
"30-Sep-15","NHS","99H","Q68","Y57",86140,38694,124834,221273,63463,284736
"30-Sep-15","NHS","99J","Q67","Y57",125829,66403,192232,361230,106268,467498
"30-Sep-15","NHS","99K","Q68","Y57",67622,22616,90238,134256,34856,169112
"30-Sep-15","NHS","99M","Q70","Y57",80885,29670,110555,160778,46769,207547
"30-Sep-15","NHS","99N","Q64","Y57",169397,63968,233365,376198,103436,479634
"30-Sep-15","NHS","99P","Q66","Y57",384644,120997,505641,707716,166593,874309
"30-Sep-15","NHS","99Q","Q66","Y57",129540,38805,168345,223823,51170,274993
"30-Sep-15","NHS","UnA",0,0,131840,45472,177312,0,0,0
"31-Jul-15","LA","E06000001",0,0,44782,14016,58798,72478,20187,92665
"31-Jul-15","LA","E06000002",0,0,73205,26551,99756,107219,31720,138939
"31-Jul-15","LA","E06000003",0,0,66522,20209,86731,107472,27473,134945
"31-Jul-15","LA","E06000004",0,0,88292,32696,120988,150920,42276,193196
"31-Jul-15","LA","E06000005",0,0,49986,17724,67710,82637,22759,105396
"31-Jul-15","LA","E06000006",0,0,53034,17459,70493,97818,28152,125970
"31-Jul-15","LA","E06000007",0,0,92454,31140,123594,160810,44299,205109
"31-Jul-15","LA","E06000008",0,0,58519,29773,88292,108833,38536,147369
"31-Jul-15","LA","E06000009",0,0,63332,19190,82522,112370,29030,141400
"31-Jul-15","LA","E06000010",0,0,159194,51293,210487,202325,55264,257589
"31-Jul-15","LA","E06000011",0,0,122221,38117,160338,272607,63400,336007
"31-Jul-15","LA","E06000012",0,0,75542,23892,99434,125404,34423,159827
"31-Jul-15","LA","E06000013",0,0,61812,21510,83322,133409,35351,168760
"31-Jul-15","LA","E06000014",0,0,89929,28620,118549,166104,36331,202435
"31-Jul-15","LA","E06000015",0,0,95746,39159,134905,193588,57835,251423
"31-Jul-15","LA","E06000016",0,0,141624,63407,205031,254324,79488,333812
"31-Jul-15","LA","E06000017",0,0,10314,5882,16196,29838,7768,37606
"31-Jul-15","LA","E06000018",0,0,144416,51543,195959,246983,63854,310837
"31-Jul-15","LA","E06000019",0,0,75148,24043,99191,150027,36060,186087
"31-Jul-15","LA","E06000020",0,0,76381,29502,105883,129499,38953,168452
"31-Jul-15","LA","E06000021",0,0,127255,45273,172528,195150,55077,250227
"31-Jul-15","LA","E06000022",0,0,75101,28029,103130,145883,34214,180097
"31-Jul-15","LA","E06000023",0,0,199544,71972,271516,346951,90541,437492
"31-Jul-15","LA","E06000024",0,0,86756,31142,117898,163910,42225,206135
"31-Jul-15","LA","E06000025",0,0,114610,35954,150564,212159,56948,269107
"31-Jul-15","LA","E06000026",0,0,107629,37879,145508,207877,51298,259175
"31-Jul-15","LA","E06000027",0,0,62476,19460,81936,107155,24920,132075
"31-Jul-15","LA","E06000028",0,0,99491,27988,127479,155209,33524,188733
"31-Jul-15","LA","E06000029",0,0,58269,19370,77639,119566,29443,149009
"31-Jul-15","LA","E06000030",0,0,77177,30367,107544,166065,47973,214038
"31-Jul-15","LA","E06000031",0,0,67076,33928,101004,142582,45817,188399
"31-Jul-15","LA","E06000032",0,0,78956,34249,113205,154310,53679,207989
"31-Jul-15","LA","E06000033",0,0,80338,26586,106924,137929,37869,175798
"31-Jul-15","LA","E06000034",0,0,49987,22669,72656,121434,39415,160849
"31-Jul-15","LA","E06000035",0,0,116849,50291,167140,209266,61839,271105
"31-Jul-15","LA","E06000036",0,0,46459,19415,65874,89178,27389,116567
"31-Jul-15","LA","E06000037",0,0,47436,21638,69074,119666,35728,155394
"31-Jul-15","LA","E06000038",0,0,68189,30107,98296,124171,35076,159247
"31-Jul-15","LA","E06000039",0,0,50441,24919,75360,104010,39014,143024
"31-Jul-15","LA","E06000040",0,0,51643,23682,75325,113296,33039,146335
"31-Jul-15","LA","E06000041",0,0,48634,22857,71491,121369,36497,157866
"31-Jul-15","LA","E06000042",0,0,84383,44685,129068,191521,64181,255702
"31-Jul-15","LA","E06000043",0,0,106676,36709,143385,227451,50661,278112
"31-Jul-15","LA","E06000044",0,0,87181,29793,116974,164660,42800,207460
"31-Jul-15","LA","E06000045",0,0,102282,34032,136314,194254,47887,242141
"31-Jul-15","LA","E06000046",0,0,60512,17593,78105,112702,25691,138393
"31-Jul-15","LA","E06000047",0,0,223520,68036,291556,415740,100217,515957
"31-Jul-15","LA","E06000049",0,0,182316,60689,243005,297777,74930,372707
"31-Jul-15","LA","E06000050",0,0,168942,56412,225354,264903,66123,331026
"31-Jul-15","LA","E06000051",0,0,120264,40996,161260,248550,60017,308567
"31-Jul-15","LA","E06000052",0,0,237959,73324,311283,437101,104218,541319
"31-Jul-15","LA","E06000053",0,0,0,0,0,1876,375,2251
"31-Jul-15","LA","E06000054",0,0,169428,63987,233415,376198,103436,479634
"31-Jul-15","LA","E06000055",0,0,68638,28923,97561,124627,36756,161383
"31-Jul-15","LA","E06000056",0,0,103746,37987,141733,206519,58009,264528
"31-Jul-15","LA","E06000057",0,0,141064,41807,182871,255418,60388,315806
"31-Jul-15","LA","E08000001",0,0,108634,47224,155858,214210,65847,280057
"31-Jul-15","LA","E08000002",0,0,76742,29884,106626,144168,42359,186527
"31-Jul-15","LA","E08000003",0,0,211525,86252,297777,401609,112808,514417
"31-Jul-15","LA","E08000004",0,0,101015,42272,143287,170144,57168,227312
"31-Jul-15","LA","E08000005",0,0,92188,37713,129901,161558,50562,212120
"31-Jul-15","LA","E08000006",0,0,108631,42282,150913,186744,52269,239013
"31-Jul-15","LA","E08000007",0,0,140320,45353,185673,224011,61021,285032
"31-Jul-15","LA","E08000008",0,0,98275,35844,134119,171930,48667,220597
"31-Jul-15","LA","E08000009",0,0,97028,39760,136788,177254,52925,230179
"31-Jul-15","LA","E08000010",0,0,151849,51060,202909,251917,67773,319690
"31-Jul-15","LA","E08000011",0,0,67949,23373,91322,113703,32383,146086
"31-Jul-15","LA","E08000012",0,0,187719,64061,251780,381379,89401,470780
"31-Jul-15","LA","E08000013",0,0,90862,28987,119849,139950,36271,176221
"31-Jul-15","LA","E08000014",0,0,150392,41774,192166,219646,53561,273207
"31-Jul-15","LA","E08000015",0,0,155397,49636,205033,252839,67456,320295
"31-Jul-15","LA","E08000016",0,0,120108,38386,158494,186297,49460,235757
"31-Jul-15","LA","E08000017",0,0,165940,51537,217477,238646,64976,303622
"31-Jul-15","LA","E08000018",0,0,123046,41109,164155,202588,56101,258689
"31-Jul-15","LA","E08000019",0,0,264851,86771,351622,445431,114654,560085
"31-Jul-15","LA","E08000021",0,0,135431,42256,177687,231453,55368,286821
"31-Jul-15","LA","E08000022",0,0,90511,31394,121905,161678,40474,202152
"31-Jul-15","LA","E08000023",0,0,81024,22990,104014,119084,29442,148526
"31-Jul-15","LA","E08000024",0,0,136990,43419,180409,221536,54544,276080
"31-Jul-15","LA","E08000025",0,0,425251,182591,607842,812307,280023,1092330
"31-Jul-15","LA","E08000026",0,0,140852,51281,192133,256633,73177,329810
"31-Jul-15","LA","E08000027",0,0,128064,38163,166227,246783,67644,314427
"31-Jul-15","LA","E08000028",0,0,144976,51391,196367,237462,76867,314329
"31-Jul-15","LA","E08000029",0,0,73443,28042,101485,163587,45274,208861
"31-Jul-15","LA","E08000030",0,0,100919,41901,142820,208276,63885,272161
"31-Jul-15","LA","E08000031",0,0,98268,34319,132587,194708,56849,251557
"31-Jul-15","LA","E08000032",0,0,202516,92564,295080,388064,138305,526369
"31-Jul-15","LA","E08000033",0,0,94345,34927,129272,160676,45679,206355
"31-Jul-15","LA","E08000034",0,0,187375,74670,262045,330310,97969,428279
"31-Jul-15","LA","E08000035",0,0,328602,117618,446220,602915,158573,761488
"31-Jul-15","LA","E08000036",0,0,170245,52994,223239,260843,68865,329708
"31-Jul-15","LA","E08000037",0,0,93356,29409,122765,159800,40198,199998
"31-Jul-15","LA","E09000001",0,0,1622,977,2599,6819,829,7648
"31-Jul-15","LA","E09000002",0,0,75064,33912,108976,136747,57605,194352
"31-Jul-15","LA","E09000003",0,0,102344,49457,151801,282465,86623,369088
"31-Jul-15","LA","E09000004",0,0,75602,34520,110122,181780,54907,236687
